restau_ID;Titre;Note;Commentaire;DateVisite;restaurant
1;Very nice staff and good tartare and burger;5.0;I was there with my girlfriend and i took the traditional tartare and she had one of the burgers and we were both very pleased. Would recommend!;sept-18;Il Etait Un Square
1;Cool ambience, great dinner;5.0;We found this restaurant from an earlier TripAdvisor review, and checked it out. It’s a cool and hip place with great food and service. It’s specialties are burgers with great cheeses added (if desired). They have at least 8 different types of burgers and the same number of choices for steak tartar. My wife had a burger with a blue cheese, while I had the Shogun tartar steak, which had wasabi and sesame added - excellent. All washed down with a a nice rosé. We finished with a a café gourmand, which gave us 4-5 choices of desserts to share. Cost - around €55, so very reasonable. Well worth trying if you’re in the Montparnasse area.;sept-18;Il Etait Un Square
1;Great burguer!;5.0;The burguer was so delicious! Great meat (they raise their cows and everything). Service was excellent, all of the staff were super friendly!;sept-18;Il Etait Un Square
1;Very friendly 5*;5.0;A nice place, slightly south of the centre of Paris but no more than 10mins on the bus.Burgers were excellent, the staff said that if there was anything wrong at all with our food don’t hesitate to tell them etc. Overall very happy and would eat here again. Didn’t leave hungry!;sept-18;Il Etait Un Square
1;Great food and excellent service!;5.0;Really good burgers, lovely atmosphere and helpful staff! We were surprised by the fact that the staff speaks English and by how attentive and friendly they were (considering this is France!).Highly recommended!;sept-18;Il Etait Un Square
1;Excelent!;5.0;I went to this place because it’s near my studio in Paris and because of the opinions I read in Trip Advisor... we got there 45 minutes earlier than the reservation we had made and sat us down reslly quickly! The waiters were really nice and the hamburguers were great!! They had some kind of problem with the kitchen and we had to wait a little for the food to be served, but the wait was worrh it! Trully recommend this place!!;sept-18;Il Etait Un Square
1;Excellent,tasty and friendly.;5.0;I came here with my girlfriend and was very impressed with the staff who were very friendly. The food was absolutley amazing! Like heaven on a plate :) walked away very satisfied and full. Highly recommended!;sept-18;Il Etait Un Square
1;Great place;5.0;Really nice place and the people are so friendly. Go and experience that place, you will really enjoy it!  .);août-18;Il Etait Un Square
1;Tasty burger and tartare;4.0;Pure burger and tartare, some vegetables and proper home made fries, with pure tomato ketchup. Be sure to reserve since the place tends to fill quickly.;août-18;Il Etait Un Square
1;Best Burger in Paris;5.0;My wife and I found this fabulous restaurant on 54 Rue Corvisart, 75013 Paris. You cannot get a better burger and fries anywhere in Paris.Nice hospitality and ownership by two fine gentlemen. The food was so good, we went back the following day. It’s a must go!!!!!!!Ronnie & Jill;janv-18;Il Etait Un Square
1;From the English in Burgundy;5.0;Immaculate, perfect burgers - and we've just returned from New York! Well worth the effort to find this place. Go!;juil-18;Il Etait Un Square
1;Warm welcome, excellent food, and service;5.0;When our party of 4 walked in we received a very warm welcome from a gentleman who seemed like the manager. Seemed like a popular place for locals and they like to eat late so the place filled up around 8:30pm. I ordered a cheeseburger and it was so juicy, cheesy, and scrumptious. The fries were on point, too. The waitress was so nice and despite being super busy, she took several pictures for us, of our table. My one and only complaint is that the bottled ketchup they offer is more sugary than I'm used to. I would suggest a different brand or maybe they can make their own. Dessert offerings are tasty, as well. Next time I'm in Paris I'm definitely going here again.;mai-18;Il Etait Un Square
1;Great burgers!;5.0;Wow, this was the best burger I ever had!It was Made with love and care and all personnel showed that same love and care for cooking and making sure guests have a great time.Thanks a lot!Hope to see you again soon;août-18;Il Etait Un Square
1;You get what you pay for!;5.0;Superb. One of the best burgers I’ve ever eaten. Excellent service and pleasant drinks. I’ll return here next time I’m in Paris and feel carnivorous. The place was very busy, but, that can only be a good sign!;août-18;Il Etait Un Square
1;BEST BURGERS!;5.0;By far the BEST burgers my fiancé and I have ever had to date. The house made crème de frômage definitely exceeded our expectations and the portions were massive! My fiancé enjoyed the trio sample dessert which allowed us to try almost every dessert but the panna cotta definitely left a lasting impression on our taste buds! SO GOOD! I enjoyed one of my favourite desserts, the tiramisu which was really good! Almost as good as the tiramisu we enjoyed in Ravello, Italy!I must mention how AMAZING the ketchup was! I don’t even like ketchup on my fries but this ketchup is unlike anything we have in Canada! Seems to be a popular spot for tourists as most (if not all) patrons were from abroad but, definitely deserving of the title #1 restaurant in Paris on Trip Advisor!;juil-18;Il Etait Un Square
1;As good as it looks!;5.0;I decided to go to this restaurant based off the picture of the delicious looking burger- I was not disappointed! The burger was delicious, and my girlfriend really enjoyed her salmon tartare as well.The staff kindly explained the menu when we sat down and were very attentive and friendly. Great music playing as well. We were there for lunch and it was a very relaxed atmosphere. Prices were reasonable. This Washington D.C burger fan was very happy with his visit!;juil-18;Il Etait Un Square
1;Excellent;5.0;Very friendly and pleasant people and very tasty food!We really enjoyed our meal😀From two greek tourists🇬🇷;juil-18;Il Etait Un Square
1;I don't get the hype either;3.0;On the plus side, the service is excellent and the prices are reasonable. Also, the fries are excellent. But we go to burger restaurants for burgers. The burger itself was ok (I will give an extra point for the high effort and uniqueness). The biggest problem was the bun was horrible. Overall it was just ok. Way overhyped.;juin-18;Il Etait Un Square
1;Incredible but must have a reservation!;5.0;We arrived at 8:30pm but since we didn’t have a reservation the owner said we would have to wait about an hour. Since there is a park across the street we waited there. We had a hamburguer, steak and apple crumble for dessert. Everything was delicious, specially the apple crumble, it was the best I’d ever had!! And the service was also excelente the owner and the girls really made an effort yo understand us and give us their best attention.Totally recommended but make sure to have a reservation!;juil-18;Il Etait Un Square
1;Hamburgers in Paris? YES!;5.0;If someone told me that the most memorable food in Paris for me would be hamburgers, I might call them crazy. But it turned out to be true. Their hamburgers are to die for - juicy, so flavorful,made from freshest meat, with excellent condiments. Their ketchup is nothing like the one we have in Canada/States. Their desserts are heavenly too! The service is simple, but very friendly. They meet you with a smile and see that all your needs are met. They do not pretend to be a high cuisine place, but give you mouth-watering food.;juil-18;Il Etait Un Square
1;It’s true!;5.0;Wary of the hype on this restaurant we nevertheless paid a visit as it was a walk from our accommodation. The welcome was hearty despite our turning up early and we were served with a very memorable meal. It specialises in hamburgers and tartares, the meat comes from a local butcher and the burger buns from a local baker. Tender and tasty not even begin to describe our food. Would definitely come back here again!;juil-18;Il Etait Un Square
1;Great spot for families!;5.0;Wonderful experience. So friendly. Amazing food. Next to park that is fun for kids. Would highly recommend.;juil-18;Il Etait Un Square
1;Wonderful;5.0;Tartare and beef. Mmmm. Very hospitable too. Next to a park, which is nice. Owner was very nice. French fries great. Other patrons friendly as well.;juil-18;Il Etait Un Square
1;I don't get the hype.;2.0;Honestly our experience was average at best. We didn't want to order beef, so I ordered a chicken burger and my girlfriend ordered a hamburger of the month (salmon). My Chicken burger lacked flavor, the bread wasn't good and the fries looked like they were refried. My girlfriends salmon burger said it had avocado puree, but it was just an avocado cut in half (not even ripped), also it said it had pink berries on her burger and we spotted 0. The staff is nice but this is very far from a 5* burger house. Maybe the beef burger is nice, but our experience wasn't nice and we wouldn't recommend this place.It was sad sitting on the table waiting for an awesome burger and all it was served was disappointment.;juil-18;Il Etait Un Square
1;Yummines!!!;5.0;Came here on Bastille day! (July 14) The food is truly amazing! We got a cheddar burger and the French burger (no bun w/ a fried egg) and one of the steak tartar’s (we ate it all and could not breathe after)! But that’s how good it was! They have a special cheese that’s melted that comes with all the burgers and that’s what makes it so special! The staff is super friendly and helpful! They made sure to tell us that we can also modify any of our orders! Must go if you’re in Paris, and you love hamburgers and meat!;juil-18;Il Etait Un Square
1;Patron refused to serve us at 25 minutes before closing;1.0;If you want to close at 2.30 pm then please mention it. I called and you guys said you're open until 3pm. When we got there (40 minutes drive)They refused to serve us despite me protesting and explaining we drove a long way just to have lunch at his place. Nevertheless, he shrugged us off.Super disappointed.;juil-18;Il Etait Un Square
1;Best burger to date;5.0;Unreal burger and cannot explain how good they are. The cream cheese which is covered in the burger is to die for and the meat is such high quality. It really is the best burger I've had ever and if you're a burger fan, then this is the place for you.;juil-18;Il Etait Un Square
1;Delicious Gourmet Burgers;5.0;Service was excellent, and very polite. The burgers were delicious and my gf had the veggie option which was also lovely. Highly recommend!;juil-18;Il Etait Un Square
1;Good veggie option;5.0;As a vegetarian I'm used to getting pretty average food at regular restaurants, but that wasn't the case here, the falafel burger was great, staff were lovely, and they even gave us an English menu when they found out where we were from. Would definitely recommend;juil-18;Il Etait Un Square
1;Superb food and service!;5.0;We are a family of four and enjoyed the best burgers we have ever had here. The children had steak haché. Wonderful desert too.;juil-18;Il Etait Un Square
1;Good burgers;4.0;A very nice burger and tartar restaurant. The service is very good and their creme cheese recipe excellent.  Highly recommended.;juil-18;Il Etait Un Square
1;YUMMMY burgers;5.0;Great hearty burgers cooked PERFECTLY and delish pommes frites. They have plenty of variety on the menu but I keep returning for those burgers. If you have any room after the hunky burgers, their desserts are lovely. I recommend this gastro pub/bistro for a good lunch as well as a casual dinner with friends and/or famille...;juil-18;Il Etait Un Square
1;Great food excellent service;5.0;Cheeseburger was really good.  The service was great and the owner is very friendly and welcoming!  Will be back again.;juil-18;Il Etait Un Square
1;Great food, attentive service;5.0;My family of four had a variety of dinners - chicken skewers, burgers and a salad. All were delicious -but the desserts were heavenly! Warm apple crumble and coffee were not to be missed! Great meal - reasonably priced and service was very good.;juil-18;Il Etait Un Square
1;An absolute hidden gem! 💎 Best burger ever!;5.0;I found out about this restaurant through incredible TripAdvisor reviews and it absolutely did not disappoint! They make you feel so welcome as soon as you step in the door with great service and chat. The burgers in this place are AMAZING! So delicious, as was the dessert! A must go if you’re in Paris looking for incredible food at a reasonable price!;juil-18;Il Etait Un Square
1;Super friendly staff and excellent food;5.0;Had the montagnard burger, deliciously covered in cheese en perfectly seasoned. Highly recommend the café gourmand for dessert!Staff was very friendly and helpful.;juil-18;Il Etait Un Square
1;Must go if in Paris!;5.0;Our daughter found on the Michelin revue website. Our first visit, we had the Tuna TatTar and the Best burgers ever. Our next visit we had burgers again and the steak TarTar. Absolutely amazing. I wanted to hug the owner. Must visit. Small cafe atmosphere in a fun area.;juil-18;Il Etait Un Square
1;Perfection;5.0;One of the few foods I regularly eat are hamburgers, so coming from somebody who’s had an obscene amount of both food and bad burgers I am happy to say that this is by far the best hamburger I’ve ever had in my life. The meat was just utter perfection, ground beef can usually just feel like a bunch of shredded up cow entrails but it was as if they minced a finely marbled fillet and slapped it on an obscenely high quality bun. I was skeptical of the idea of beef tartar before this, but with meat this good, I can understand the appeal. Service was friendlier than I deserve and proportions were exactly the right size. If you are in Paris for any amount of time and are looking for some tasty meat, you owe it to yourself to make a pilgrimage to this establishment.;juin-18;Il Etait Un Square
1;Absolutely Amazing!;5.0;Food was unbelievable and beat all expectations from what reviews were given. The service was incredible and made you feel right at home. I would definitely go back and would recommend this place to anyone. Best food I've had in Paris easily.;juil-18;Il Etait Un Square
1;Excelent service and meal;5.0;Perfect burger and even better service willing to help to chose the menu and solve any issue. Will come back for sure.;juil-18;Il Etait Un Square
1;Great place, will come again!;5.0;I was in Paris for conference ans went to dinner with my collegueas. We made reservations but the restaurant didn't get it, and still they found seats for us. The owner greeted us in on our own laguages, and gave us free shots. Burgers were delicious, probably best I've ever had. I recommend this place to anyone who comes in Paris.;juil-18;Il Etait Un Square
1;The hype is true;5.0;One of the best burgers I’ve ever had. The patty was substantial enough but not too big to be overly messy or fall apart on you. The cheese and the toppings are really what makes these burgers great. I’ve never had anything like it before.;juin-18;Il Etait Un Square
1;Burgers of love;5.0;The reviews are very accurate - great, gracious owner with a friendly welcome- great burgers. We had five different ones. I enjoyed the French hamburger. Others in our group had the Cajun, Cheddar, and blue cheese. 30min walk from Nôtre Dame. Worth it;juin-18;Il Etait Un Square
1;Perfection;5.0;Simply the best burger I've eaten my whole life. The staff was very helpful and friendly. Would absolutely recommend this place.;juin-18;Il Etait Un Square
1;ABSOLUTELY AMAZING!;5.0;We chose this restaurant on Trip Advisor recommendation and were delighted with our choice. The owner greeted us enthusiastically and offered us a choice of seating indoors or outside. as there were only one other set of diners I suggested eating indoors and venturing outside afterwards for a coffee but he suggested it would be impossible. How right he was, the restaurant quickly filled up outside (where we chose) and the tables were filled with an interesting mix of diners. The menu although small was full of good choices and the greek salad and subsequent hamburger were delicious. When bringing the dessert the owner made sure one of his staff put a candle on top for my birthday which was an endearing touch. 10/10 all round!;juin-18;Il Etait Un Square
1;Couldn't be better!;5.0;Had a table booked for 7:30 and first walked past about 6:45 as the owner(?) was just opening up and setting out the outside tables. He caught us looking at the menus in the window and immediately came over to welcome us (not yet knowing we had a booking) and explained the menus to us. We then went over the road to a small cafe for a couple of beers before returning for our booking. The owner greeted us again and offered a range of tables we could sit at and went through the menus again in great detail for us.The burgers were delicious as was the dessert and as the booking had mentioned it was for a special birthday, the dessert came out with birthday candles!Great service, great food and great attention to detail. 5 stars all round;juin-18;Il Etait Un Square
1;Great service and personal and good food;4.0;We had great experience there. The burgers were good and the tiramisu was my favorite. Great wine too. Worth the trip. And the guy who owns the place was very welcoming. Loved it. And I recommend you to go there. 4 instead of 5 because I’ve had better burgers outside France .) so it’s based on my experiences.;juin-18;Il Etait Un Square
1;Excellent burgers and steak with great customer service;5.0;The food is amazing. The owner walked us through the menu and was very friendly but also gave us space to eat our food.The waitress was attentive and generally niceThe food is reasonably priced for a mid range meal and it was definitely worth the moneyGood cozy atmosphereThe homemade apple crumble was the best apple crumble I’ve ever had!;juin-18;Il Etait Un Square
1;Great burger and service;5.0;The MAX, and Cheddar burgers were really good. Service is outstanding as well. Will come back on our next visit in paris!;juin-18;Il Etait Un Square
1;Best Burger in Many Years;5.0;We read the amazing reviews and decided to try the burgers out. The beef, sourced from Central France, was beyond delicious and full of flavor. On top of the awesome burgers, the staff was nothing short of incredible - a very welcome change after dining around Paris for the past week. Thank you for the food and great experience!;juin-18;Il Etait Un Square
1;Always Fabulous;5.0;Belated review from May. Gerard the owner is very caring and actually wants you to experience the real Paris and great French food.We got to the romantic city twice a year and always makeIl Etait Un Square one of our main reasons to visit.;mai-18;Il Etait Un Square
1;Cool place and quality beef;5.0;It was awesome to taste a perfect tartare. Service was extraordinary. The prices are reasonable, considering location and averages. Highly recommended! :);juin-18;Il Etait Un Square
1;Great birthday celebration;5.0;Once again we came to il était un square to celebrate my dad’s 80th! The food was excellent and the service was great too. I had a lovely burger, the meat was cooked the way I like it! The family love it. We will be coming again! Our favorite restaurant in Paris!;mai-18;Il Etait Un Square
1;good;5.0;burger was wonderful. chip price. All you need for lunch is burger in this cafe =)Great. give you 5 stars;janv-18;Il Etait Un Square
1;Perfect Food;5.0;I enjoyed dinner here tonight. 100% deserve the trip adviser rating. I have drinks and 4 courses. 46 Euro. This is the best and cheapest place I have ever eaten and n Paris. Take your children as you will be welcome. I’m bringing my boy here. He will lnot Be it. Well done team. Excellent.;juin-18;Il Etait Un Square
1;Best Burger in all of France;5.0;"My wife and I made reservations for 9 PM and ended up arriving about a half hour early and we were able to be sat immediately. As soon as we were sat the owner explained the menu to us and how they differed from other burgers. I ordered The Max and my wife The Blue. Both burgers were by far the best we had anywhere in Europe. The cheese and toppings were all put together perfectly. I was especially pleased with the bun. On most burgers that are juicy and ""messy"" the buns just fall apart and it makes for a less than ideal experience. Not at Il Etait Un Square! There buns held up through the entire meal and made our experience so much better. The food came out fast and all waitstaff was eager to help with whatever request we had. We will absolutely visit again next time we are in Paris. Highly recommend.";juin-18;Il Etait Un Square
1;Il Etait Un Square;5.0;After seeing this restaurant review on TripAdvisor, we decided to give it a try. Two girls ordered burgers, one chicken sandwich (special of the week) and I ordered a Ribeye. We were greeted by the owner at the door. He apologized to us since the inside of his restaurant was all booked up for the evening. This was fine, we wanted to eat outside, we were in Paris! The wait staff was attentive and came to check on us regularly. The owner stopped by to make certain everything was cooked to our liking. Very personable!The burgers were delicious and my steak was much improved over the slab of “meat” I had eaten two days prior at a different location. The chicken sandwich disappeared so fast that I don’t know if she was really able to taste it! (Haha!). Frites were fantastic and served in cute little micro deep fryers. Overall experience was very positive and would recommend!;juin-18;Il Etait Un Square
1;Amazing burgers;5.0;My husband and u were in town for French open. We drove half hour across paris to go here for the amazing reviews. We weren't disappointed. It is a very casual place and basic so not fancy at all so jeans or shorts perfect. They specialise in burgers and hache and not a lot else. They do have one chicken burger option and a veggie burger option too. Wine list is small and limited but boy do the burgers make up for it. The meat is steak mince straight from the farm not the normal mince couple with the most amazing cheese toppings. My husband had the cheddar and I had the French burger which was with egg and cheddar. We both agreed it was the most amazing burger we have had in a long time. Staff were efficient and friendly. We would definitely go back.;juin-18;Il Etait Un Square
1;Story about Napoleon;5.0;Everythig was great. We ordered burgers and the meal was delicious. In addition to that the owner is a such nice person who is fascinated by Napoleon, so we had a conversation. We definitely recommend this place!;juin-18;Il Etait Un Square
1;Burgers off the beaten path;5.0;Family went after long day of exploring. My son was in the mood for a good burger. Based on the reviews we all had burgers and they didn’t disappoint. We had the French Burger, Max Burger and Bleu Burger and we all cleared our plates. Delicious. For Dessert based on reviews we couldn’t go without trying the tiramisu. I’m not a big tiramisu fan but it was worth the hype! We also ordered the chocolate fondant (great for chocolate lovers) and the apple fondant. All were delicious. Place is smaller so call for reservation. Owner was wonderful! We would definitely go back.;juin-18;Il Etait Un Square
1;Good;3.0;After reading all the comments of this place we thought we would give it a chance. My husband loves burgers and we try to always try one in every country/city we visit. So we went all the way to the restaurant, we ordered and the food arrived surprisingly fast, after like five minutes? We ordered medium but it was well done, not even a sign of pink inside, so my husband told them. The girl working said that that’s how medium looks there? but they will do a new one, rare this time. So he gets the burger and this time it’s rare but we didn’t care anymore. So it seems like they have rare or medium which was disappointing since we like our burgers to be medium! Anyway the burger was okay, I have tasted betters which was disappointing since we went all the way there. The tiramisu however was one of the best I ever had.;juin-18;Il Etait Un Square
1;Sensational;5.0;The burgers were amazing! Service was also incredible, with a great description of the menu and local ingredients sourced. This place is a must! The French cheese also makes it count as eating a 'French dish' .-);mai-18;Il Etait Un Square
1;Amazing food;5.0;If you decide to eat here you have made a very good choice! This food is fire! Really amazing burger, lovely staff and super nice atmosphere. Would definitely recommend!;mai-18;Il Etait Un Square
1;Wonderful evening;5.0;Met up with friends and family, the evening was faultless. The staff seemed genuinely pleased to have us there. From the really warm welcome to the superb food, I can only give praise. They even encouraged us to move inside, minutes before the skies opened.;mai-18;Il Etait Un Square
1;Fantastic burgers, steak tartare, desserts, and service!;5.0;We read the gushing reviews of this place and had to try it during our visit to Paris. It was everything we hoped for, as the burgers and tartare and desserts were delectable, but what really stood out was the warmth of the excellent staff, who made us feel welcome immediately and were genuinely pleased that we enjoyed our meal. We can understand why the reviews are so outstanding, and would definitely say this is a must-visit for any Paris trip!;mai-18;Il Etait Un Square
1;Delicieux;4.0;The place is cozy and friendly. We ordered burgers and I can say they were delicious and cooked exactly as we ask it. I recommend the place for burgers lovers :);mai-18;Il Etait Un Square
1;A Paris restaurant MUST;5.0;My husband and I spent the day sightseeing and ended our evening with a fabulous dinner at Il Etait Un Square. We were greeted immediately at seated. Our menu was thoroughly explained to us in English, as we are American. We ordered a Ribeye(cooked medium as I ordered and perfectly). It came with a salad and fries. We also ordered a burger with Roquefort cheese. It came with a salad and fries as well. We ordered the Camembert cheese plate. All was absolutely wonderful and our service was superior!;mai-18;Il Etait Un Square
1;Exquisite burger;5.0;The quality and focus on the taste is sublime. Best burger I’ve ever had. Staff speak English and very accommodating;mai-18;Il Etait Un Square
1;Beautiful location;5.0;When we first walked in the staff was friendly asked where we were from and where we liked to sit. Easy to talk to and the most helpful people. We had the burger and steak for the main course which were delicious. Along with the dinner had a nice bottle of wine. Had three deserts all of them were great;mai-18;Il Etait Un Square
1;End a nice neighborhood walk with a mouth-watering blue cheese burger;5.0;Walked a little bit from the metro to get to this place. Dont be fooled by the quaint restaurant and the cozy community. Their burgers here were absolutely fantastic. The meat was well cooked, but the blue cheese sauce was divine. It was absolutely worth the trip to Paris to come and eat here. And the people were all very friendly, made our Paris dining experience a delight. I would never have thought that I would recommend a burger joint to eat at in Paris but this has to be done!;avr-18;Il Etait Un Square
1;Go all the way to Paris for a burger? YES!;5.0;Everything about this place is good. The waitstaff is friendly, and several speak English. There were some unusual burgers on the menu, which made it hard to choose, but I finally decided on the blue cheese burger. It was fantastic. This was such an enjoyable experience we talked about going back but decided to stick to our rule of trying different places. So I think I have to go back to Paris to eat here again.;avr-18;Il Etait Un Square
1;Excellent and Great Staff;5.0;This place was fantastic! The burgers and bread was nice and fresh and tasted amazing! There is an English menu and the staff is really friendly. Very lovely people!;mai-18;Il Etait Un Square
1;Omomom;5.0;It was very delicious, my boyfriend ate his burger in 5 minutes, so it tells everything. Service is very friendly. I will certainly visit again one day this restaurant.;mai-18;Il Etait Un Square
1;One of the best burger I ever had!!!;5.0;I am from Los Angeles, and trust me when I say, this place blew me away!! The special was the Californian Burger, and I figured it would be fitting- and it was amazing!! The customer service is great and the meat in the patty is top quality! Totally recommend this spot!;mai-18;Il Etait Un Square
1;Fabulous Burgers and Tartare;5.0;We are here on Friday 11th May after booking a table (recommended). The Burgers were really tasty coming covered in delicious cheddar cream cheese sauce. The Traditional Tartare was also tremendous. Service was very friendly and welcoming. Believe all the great reviews on here and try it!;mai-18;Il Etait Un Square
1;Great food;5.0;Awesome traditional tartar with several tasty alternatives. The burger is also very good!  The host treated us very well!;mai-18;Il Etait Un Square
1;Amazing burgers;5.0;Loved the food. The burgers are delicious and come drenched in cheese. The owner was very friendly and even offered us an apéritif.;mai-18;Il Etait Un Square
1;Wow;5.0;My favorite meal I’ve had in Paris! Burgers drenched in cheese. Tasty steak tartare and good fries. The homemade tiramisu is the best I’ve had. it’s texture and flavor are superb. Great prices for Paris too!;avr-18;Il Etait Un Square
1;Good tasty burger;4.0;I planned to visit this restaurant while in Paris after reading about it on trip advisor. Burger is #1 food for my nephew, so after a long walk we ordered 2 burgers...they were tasty, great meat and the owner and staff were so friendly;avr-18;Il Etait Un Square
1;Try the burger!;5.0;I spend a week eating in this beautiful city! If you want something easy but of very good quality try the burger that they done, the meat is delicious!;mars-18;Il Etait Un Square
1;Perfect Little Gem in Paris;5.0;We went to the restaurant based on TA overwhelming good review. Well...that was deserved! Though the place is a little bit out of Paris main tracks, it’s perfectly located near the subway station making it a small walk from Corvisart station. Menu is not extensive, what is always a good sign in Paris, and mainly focus on Burgers & Tartares (raw meat) so both offer vegetarian options! Very good quality meat and plate, and don’t miss the homemade ketchup either ! Best burger I had in Paris so far, and some burgers have a “Parisian twist” that is only an homage to the US style burger. Go there if you’re in Paris! Cheddar burger is recommended but I didn’t have a chance to try another :);avr-18;Il Etait Un Square
1;What am I missing?;2.0;I am not sure this is even the best burger on their block, much less Paris. We went here for lunch today and I had the traditional tartare and my husband had the cheddar burger. The food came out so fast after we ordered, the patty was obviously pre-cooked and then heated for our order. It was way over cooked (well done when we ordered medium). The bun just kind of crumbles, not a good choice for a burger bun. The fries are about the same as McDonalds. All in all, disappointing. I would not recommend going out of ones way to eat here while in Paris.;avr-18;Il Etait Un Square
1;Great restaurant;5.0;Went there with a family of five, 3 adults, 2 kids under 10. Fantastic service. The owner personally took the time to explain the different options on the menu. Food was delicious. We did’t take on any fine dining while we visited Paris, but this was by far our best meal while in there. Would recommend to anyone visiting.;mars-18;Il Etait Un Square
1;Family trip to Paris;5.0;We were looking for family friendly yet good food off the touristy path. There were 5 of us and every single person loved their burgers.;mars-18;Il Etait Un Square
1;Best food had in Paris;5.0;Proper good food. Both myself and my wife had a burger each and both said it was the best we have had. Staff really friendly and talking away to us. What made the dinner was the Rolling Stones playing in the background!;avr-18;Il Etait Un Square
1;Friendly Staff and Great Food!;5.0;Found the Il Etait Un Square on TripAdvisor and it deserves the good rating! Really friendly and English speaking staff that explained the menu. The Cheddar burger I ate was delicious and I found the prices reasonable (for Paris). They take card payment. Recommended!;avr-18;Il Etait Un Square
1;5 Stars!;5.0;My partner and I thoroughly enjoyed our meal here. I am a vegetarian and, although there were only a few choices, my burger was great. My girlfriend eats meat and said that her burger was possibly the best she'd ever had. The service was fantastic. The person that served us was very enthusiastic and passionate about the menu and where the ingredients were sourced locally. He explained the various dishes and how they were made. Our waitress was really friendly and attentive.;avr-18;Il Etait Un Square
1;Not so perfect burger as the other say;4.0;Service was very good, burger was OK but far from perfect. Tartar beef Italian not so good, could be better with hot toast and butter served (not offered at all).Service/family great and feeling very good inside.Cakes (tiramisu and chocolate) very good.;avr-18;Il Etait Un Square
1;Very veggie freindly;5.0;The meny quite small but the food was of great quality. I would highly recomend this resturant for vegitarians, despite there only being two veggie options as a main course, the food was good enough that it was worth it.;avr-18;Il Etait Un Square
1;Good and affordable;4.0;Nice burgers. The place is clean not very posh so more of a fast food feel. Quick and friendly service. The house wine is not great but ok.;mars-18;Il Etait Un Square
1;Amazing service, amazing food;5.0;Wr stopped here for lunch whilst sight seeing in Paris after seeing it on TripAdvisor, as soon as we walked in we were welcomed by a friendly waiter who spoke good English. We sat down, we given menus and the waiter then explained everything on the menu to us. The cheddar burger I had was literally the best burger I have ever had, I would highly recommend this to anyone visiting!;avr-18;Il Etait Un Square
1;Mouth watering;5.0;Lovely service. The waiters all spoke very good English and explained the menu to us. Food was amazing, the most delicious burger I’ve ever had. Thoroughly recommend.;mars-18;Il Etait Un Square
1;Late dinner, first night in Paris;5.0;Found on TA ... went with kids (12,14,16) ... awesome service, hugely family friendly and great value.  Highly recommended!;mars-18;Il Etait Un Square
1;Good surprise;5.0;The quality of the food is 3.5.I give an extra 1.5 for the quality of the service (which, in Paris, is very rare).3.5 + 1.5 = I give a full thumbs up;mars-18;Il Etait Un Square
1;French Burger-heaven;5.0;Seriously?? Who would ever think that we would have the BEST burger ever in France! We ended up visiting this place on a whim and it was amazing!! Great burgers, drinks and dessert! They basically have burgers and steaks with a French flair. Outstanding service. Our 6 and 9 year old have already asked if we can come back here tomorrow. I know this does not sound like classic French food but this place was honestly extremely good;mars-18;Il Etait Un Square
1;One of the best burgers I've ever had;5.0;We visited based on the recommendations on here, and it didn't disappoint. In a busy lunch hour they were able to squeeze us in and spend time talking us through the amazing menu. Really friendly staff who really cared about us enjoying our meal and the experience. I had the Cheddar burger and my boyfriend had the chicken burger - both excellent and washed down with 2 large beers. A great place to stop if you've just visited the Catacombs. Thank you to all the staff for being so nice about our poor attempts at French! :);mars-18;Il Etait Un Square
1;Amazing place;5.0;Really nice place, service was fast and friendly and Everything was absolutely delicious. Great place to stay and have a drink as well, really nice atmosphere.;déc-17;Il Etait Un Square
1;Best burger and staff;5.0;The staff were lovely and the Cheddar Burger was the best burger I've had so far. It melts in your mouth. The chips were average not much flavour but the burger more than makes up for it. The staff really care about their business and want you to enjoy yourself and their food ! So glad I visited!;mars-18;Il Etait Un Square
1;Greatest burger in Paris!!!;5.0;Amazing experience, nice staff and owner. The place is definitely worth its high ranking. Would recommend to everyone and definitely come back next time.;mars-18;Il Etait Un Square
1;Wonderful experience and food;5.0;This is my favorite restaurant I have had the luck to eat at on this trip to Paris. The burgers are among the best I've ever had. Being from the US, I have enjoyed a great many. The staff was very kind and happy to find a seat for me even though I did not have a reservation. And the whole staff was very generous in accommodating me in excellent English as I was very clumsy in my attempts to speak very bad French. Would come here again for sure. In fact I plan to come again before I leave Paris!;mars-18;Il Etait Un Square
1;Terrific Burger!;5.0;I know it seems a little weird to be eating burgers while in Paris but you are missing out if you dont give this burger a try. Staff and service was also terrific.;mars-18;Il Etait Un Square
1;Friendly First Dinner;5.0;We had a great first meal here. The staff were very friendly and helpful going over the the menu and specials in English. They recommended a very nice bottle of wine from Bordeaux. The food was hot and delicious and the flavors were adventurous. Our daughter had the duck confit that actually reminded us of a Thanksgiving turkey leg that everyone fights over. The meat on the burgers was fresh and had a great flavor. If you like burgers, give this place a try. The staff really made this experience a great one.;mars-18;Il Etait Un Square
1;Incredible;5.0;Stumbling upon this place was a blessing. The Max is the best cheeseburger I've ever had. Very nice staff.;mars-18;Il Etait Un Square
1;Excellent;5.0;Great burgers and Fries.  Salad was excellent too.  Very pleasant service.  Their Ketchup is very special.  I would highly recommend.;mars-18;Il Etait Un Square
